path,source,source_sha256,role,change,archive_sha256
data/data_clean/invasive_cases_21_safe.csv,invasive_cases_21_safe.csv,32d8c1e029886bf5aed38e03c6aff3311bc8174804da5778b65af65739ed01d2,Fixed manuscript analysis table,Verbatim,32d8c1e029886bf5aed38e03c6aff3311bc8174804da5778b65af65739ed01d2
data/data_clean/disinfectant_MIC_MBC_original.csv,disinfectant_MIC_MBC_original.csv,7bb822de4538612531afcc714c157fc045714af4ecbff5a8dabffe7b69e2f2d3,Fixed manuscript analysis table,Verbatim,7bb822de4538612531afcc714c157fc045714af4ecbff5a8dabffe7b69e2f2d3
data/data_clean/genomic_category_flags_345.csv,genomic_category_flags_345.csv,13bfc0418e2a85f19a3cd410af6c2ba3d0cc466e35ff8ce7b98d9021274b3e6e,Fixed manuscript analysis table,Verbatim,13bfc0418e2a85f19a3cd410af6c2ba3d0cc466e35ff8ce7b98d9021274b3e6e
data/data_clean/genomic_category_marker_dictionary.csv,genomic_category_marker_dictionary.csv,b4c7066e8d3ac37b6cc431faf87dba7ac56cc777ddc3238785a45fe1f7136e7b,Fixed manuscript analysis table,Verbatim,b4c7066e8d3ac37b6cc431faf87dba7ac56cc777ddc3238785a45fe1f7136e7b
data/data_clean/ENA_deposited_isolates_80.csv,ENA_deposited_isolates_80.csv,41387c500623f0cf705573dac708af6792c3d68524edf3a855d0849bf3af94f7,Fixed manuscript analysis table,Verbatim,41387c500623f0cf705573dac708af6792c3d68524edf3a855d0849bf3af94f7
data/data_clean/panel_isolate_index.csv,panel_isolate_index.csv,611538fd67eb0f61468d66bcb773c40bf7eb3543a72140653482aa525ba70868,Fixed manuscript analysis table,Verbatim,611538fd67eb0f61468d66bcb773c40bf7eb3543a72140653482aa525ba70868
data/data_clean/ST335_224_matrix_isolate_index.csv,ST335_224_matrix_isolate_index.csv,1043b6178e9f63dfeead91564c064590c891e9883d6a13a81ad55c48b0096aee,Fixed manuscript analysis table,Verbatim,1043b6178e9f63dfeead91564c064590c891e9883d6a13a81ad55c48b0096aee
data/data_clean/phenotype_categories_as_recorded_42.csv,phenotype_categories_as_recorded_42.csv,cc290f90dc674be688d7ee0044bc4d6e025b9255881d92a3fa8a9f797dcf317c,Fixed manuscript analysis table,Verbatim,cc290f90dc674be688d7ee0044bc4d6e025b9255881d92a3fa8a9f797dcf317c
data/data_clean/isolates_outside_CC25_tree_18.csv,isolates_outside_CC25_tree_18.csv,1e9c9831d99d585ae8bcc1957a9bd8466c6c748387a466333dad21000ef1c03f,Fixed manuscript analysis table,Verbatim,1e9c9831d99d585ae8bcc1957a9bd8466c6c748387a466333dad21000ef1c03f
data/data_clean/panel_summary.csv,panel_summary.csv,52b9cba668e593e7c1adee7ed9d800ca2c9625272a6e30a152b7ace3eb6f9e4f,Fixed manuscript analysis table,Verbatim,52b9cba668e593e7c1adee7ed9d800ca2c9625272a6e30a152b7ace3eb6f9e4f
data/data_clean/CC25_331_matrix_isolate_index.csv,CC25_331_matrix_isolate_index.csv,84c75d67da74dcd2a19a1560a0f8572afe123b9ee25f444e25bd95b8e883c051,Fixed manuscript analysis table,Verbatim,84c75d67da74dcd2a19a1560a0f8572afe123b9ee25f444e25bd95b8e883c051
data/data_clean/neonatal_unit_isolates_37.csv,neonatal_unit_isolates_37.csv,3dc1df8e1d7e9c04be7037708fab166d409e9224bd1ee0f6ad6329116ca8a5f5,Fixed manuscript analysis table,Verbatim,3dc1df8e1d7e9c04be7037708fab166d409e9224bd1ee0f6ad6329116ca8a5f5
data/matrices/ST335-01.csv,ST335-01.csv,a2a6161213fd09adb2828b8f121c5d725c6c9085042595ee6d164840197343c6,Pairwise SNP distances,Verbatim,a2a6161213fd09adb2828b8f121c5d725c6c9085042595ee6d164840197343c6
data/matrices/CC25-11.csv,CC25-11.csv,dc379a3b3e61f3529fe4d81264629c9decc24a7b3ec47f33eeb7e0b955a72cb2,Pairwise SNP distances,Verbatim,dc379a3b3e61f3529fe4d81264629c9decc24a7b3ec47f33eeb7e0b955a72cb2
data/matrices/CC25-05.csv,CC25-05.csv,e8449afc5a1882784951e92671637bfd3f9f83095ea4656060a8552822282fc0,Pairwise SNP distances,Verbatim,e8449afc5a1882784951e92671637bfd3f9f83095ea4656060a8552822282fc0
data/matrices/CC25-08.csv,CC25-08.csv,4b6c68507c65e6987e56e74e18542bf28e371dda25b070415514b0749061e163,Pairwise SNP distances,Verbatim,4b6c68507c65e6987e56e74e18542bf28e371dda25b070415514b0749061e163
data/matrices/CC25-03.csv,CC25-03.csv,6e0eca09ff3e953560d7f25bbe8c3da5a8f4da9a3b7cdc7fc61779672502f345,Pairwise SNP distances,Verbatim,6e0eca09ff3e953560d7f25bbe8c3da5a8f4da9a3b7cdc7fc61779672502f345
data/matrices/CC25-09.csv,CC25-09.csv,1d146f83f88cf22d858d865f1e53d5d6f6f0ac44a37435196ae3cf55bec54994,Pairwise SNP distances,Verbatim,1d146f83f88cf22d858d865f1e53d5d6f6f0ac44a37435196ae3cf55bec54994
data/matrices/ST335-03.csv,ST335-03.csv,6e0eca09ff3e953560d7f25bbe8c3da5a8f4da9a3b7cdc7fc61779672502f345,Pairwise SNP distances,Verbatim,6e0eca09ff3e953560d7f25bbe8c3da5a8f4da9a3b7cdc7fc61779672502f345
data/matrices/ST335-05.csv,ST335-05.csv,e8449afc5a1882784951e92671637bfd3f9f83095ea4656060a8552822282fc0,Pairwise SNP distances,Verbatim,e8449afc5a1882784951e92671637bfd3f9f83095ea4656060a8552822282fc0
data/matrices/CC25_tree_aligned_327.csv,CC25_tree_aligned_327.csv,8a02ccf33f337efb85d8c3a8c6831b3c025e9051359d6f6526d42eb5a95fdf5e,Pairwise SNP distances,Verbatim,8a02ccf33f337efb85d8c3a8c6831b3c025e9051359d6f6526d42eb5a95fdf5e
